477584365;;;;590327050;;;;780578181;;;;849595561;;;;852242067;;;;889587231;;;;909301905;;;;1026622334;;;;1107020014;;;;1132588472;;;;1171060558;;;;1233789535;;;;1356032912;;;;1475380697;;;;1508140515;;;;1743176921;;;;1930473933;;;;2033904606;;;;2047881332;;;;2120006094;;;;2297179310;;;;2301927263;;;;3043670120;;;;3130644750;;;;3257423356;;;;3314032339;;;;3394226721;;;;3623113991;;;;3630725801;;;;3662215154;;;;3859982937;;;;3888391542;;;;4080231813;;;;4125928694;;;;4134869791;;;;
#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;#poses;f;isConstant;;
0;754.442;0;;1;1104.36;0;;0;750.82;0;;0;753.235;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1812.79;0;;0;636.145;0;;0;717.021;0;;1;833.281;0;;0;749.613;0;;1;1342.34;0;;0;752.028;0;;1;1274.61;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;0;753.235;0;;1;759.347;0;;0;748.406;0;;1;1447.98;0;;0;753.235;0;;1;1171.6;0;;0;772.548;0;;2;1082.14;0;;0;622.867;0;;1;965.306;0;;1;1063.08;0;;1;1177.42;0;;1;1098.68;0;;0;753.235;0;;1;1734.67;0;;1;1161.89;0;;
0;754.442;0;;1;1099.79;0;;0;750.82;0;;0;753.235;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1842.12;0;;0;636.145;0;;0;717.021;0;;1;825.125;0;;0;749.613;0;;1;1348.67;0;;0;752.028;0;;1;1265.91;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;0;753.235;0;;1;743.42;0;;0;748.406;0;;1;1480.03;0;;0;753.235;0;;1;1163.31;0;;0;772.548;0;;2;1075.02;0;;0;622.867;0;;1;961.127;0;;1;1058.4;0;;1;1171.15;0;;1;1090.94;0;;0;753.235;0;;1;1747.57;0;;1;1154.85;0;;
0;754.442;0;;1;1114.76;0;;0;750.82;0;;1;848.231;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1838.61;0;;0;636.145;0;;0;717.021;0;;1;848.54;0;;0;749.613;0;;1;1402.09;0;;0;752.028;0;;1;1277.77;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;0;753.235;0;;1;775.627;0;;0;748.406;0;;1;1501.42;0;;0;753.235;0;;1;1151.27;0;;0;772.548;0;;2;1085.76;0;;0;622.867;0;;1;959.93;0;;1;1107.87;0;;1;1184.9;0;;1;1102.37;0;;0;753.235;0;;1;1933.93;0;;1;1166.74;0;;
0;754.442;0;;1;1027.23;0;;0;750.82;0;;1;842.49;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1727.19;0;;0;636.145;0;;0;717.021;0;;1;826.548;0;;0;749.613;0;;1;1206.51;0;;0;752.028;0;;1;1183.74;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;0;753.235;0;;1;767.501;0;;0;748.406;0;;1;1301;0;;0;753.235;0;;1;1072.6;0;;0;772.548;0;;2;1005.38;0;;0;622.867;0;;1;900.134;0;;1;1027.99;0;;1;1096.65;0;;1;1023.07;0;;0;753.235;0;;1;1743.03;0;;1;1080.53;0;;
0;754.442;0;;1;1072.58;0;;0;750.82;0;;1;890.245;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1780.42;0;;0;636.145;0;;0;717.021;0;;1;880.848;0;;0;749.613;0;;1;1195.45;0;;0;752.028;0;;1;1232.43;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;969.901;0;;1;868.15;0;;0;748.406;0;;1;1486.99;0;;0;753.235;0;;1;1108.02;0;;0;772.548;0;;2;1032.49;0;;0;622.867;0;;1;929.282;0;;1;1063.47;0;;1;1132.27;0;;1;1052.02;0;;0;753.235;0;;1;1832.64;0;;1;1107.96;0;;
0;754.442;0;;1;1108.08;0;;0;750.82;0;;1;906.868;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1746.78;0;;0;636.145;0;;0;717.021;0;;1;902.183;0;;0;749.613;0;;1;1237.58;0;;0;752.028;0;;1;1273.09;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;1040.44;0;;1;860.686;0;;0;748.406;0;;1;1615.77;0;;0;753.235;0;;1;1169.14;0;;0;772.548;0;;2;1064.68;0;;1;645.768;0;;1;957.643;0;;1;1145.03;0;;1;1167.85;0;;1;1086.63;0;;0;753.235;0;;1;1740.33;0;;1;1140.27;0;;
0;754.442;0;;1;1074.7;0;;0;750.82;0;;1;880.281;0;;0;752.028;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1721.78;0;;0;636.145;0;;0;717.021;0;;1;870.641;0;;0;749.613;0;;1;1195.1;0;;0;752.028;0;;1;1233.86;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;1060.47;0;;1;828.22;0;;0;748.406;0;;1;1468.95;0;;0;753.235;0;;1;1132.47;0;;0;772.548;0;;2;1029.65;0;;1;637.812;0;;1;932.102;0;;1;1101.28;0;;1;1132.44;0;;1;1051.32;0;;0;753.235;0;;1;1713.89;0;;1;1103.82;0;;
0;754.442;0;;1;1094.92;0;;0;750.82;0;;1;917.406;0;;1;786.202;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1804.95;0;;0;636.145;0;;0;717.021;0;;1;881.497;0;;0;749.613;0;;1;1216.81;0;;0;752.028;0;;1;1263.36;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;1073.05;0;;1;894.814;0;;0;748.406;0;;1;1565.58;0;;0;753.235;0;;1;1158.99;0;;0;772.548;0;;2;1047.87;0;;1;639.147;0;;1;944.904;0;;1;1129.43;0;;1;1153.4;0;;1;1067.3;0;;0;753.235;0;;1;1803.77;0;;1;1124.02;0;;
0;754.442;0;;1;1098.96;0;;0;750.82;0;;1;915.254;0;;1;763.093;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1807.45;0;;0;636.145;0;;0;717.021;0;;1;876.859;0;;1;844.686;0;;1;1217.11;0;;0;752.028;0;;1;1269.64;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;1093.3;0;;1;920.464;0;;0;748.406;0;;1;1603.59;0;;0;753.235;0;;1;1161.66;0;;0;772.548;0;;2;1061.19;0;;1;635.146;0;;1;964.587;0;;1;1139.8;0;;1;1159.28;0;;1;1082.97;0;;0;753.235;0;;1;1888.16;0;;1;1137.08;0;;
0;754.442;0;;1;1087.88;0;;0;750.82;0;;1;920.971;0;;1;815.369;0;;0;752.028;0;;0;755.649;0;;0;748.406;0;;1;1768.9;0;;0;636.145;0;;0;717.021;0;;1;853.626;0;;1;824.062;0;;1;1201.28;0;;0;752.028;0;;1;1259.7;0;;0;753.235;0;;0;742.371;0;;0;749.613;0;;1;1073.3;0;;1;899.449;0;;0;748.406;0;;1;1601.75;0;;0;753.235;0;;1;1149.47;0;;0;772.548;0;;2;1044.94;0;;1;637.083;0;;1;955.298;0;;1;1125.71;0;;1;1145.99;0;;1;1067.29;0;;0;753.235;0;;1;1820.9;0;;1;1119.74;0;;
